,class,tweet
3113,hate speech,eleycome_eleygo caykelly16 movies dont matter as long as you do coon shit with coons youre a nigga
3114,offensive language,elijahfnbaby bra im bout to blaze this bitch
3115,offensive language,elizabethbatman amp z0mbiedance are bitches
3116,offensive language,elizabethbatman we doing it lizard unless you skype us bitches
3117,offensive language,elizabethbatman bitch
3118,offensive language,elvis_notpresly i gt android dmt kno whats in that box my nig
3119,offensive language,elyssajankowski comedytextings haha she a stupid hoe
3120,other,emmalouisasuttl timmyn90 anyone bring in a monkey
3121,other,emmalouisasuttl hit the clam chowdehanks for the wishes and the card
3122,offensive language,emmanillanilla cocky sons of bitches
3123,offensive language,emmanuelrodz11 willian up in that hoe 128514128514128514128514
3124,offensive language,empresstata aww man we had a ball small lil affair set that bitch out
3125,hate speech,englishbrit123 sounds like a good idea but i want my word to be spread jews niggers and commies alike
3126,other,entmagazine magisto digitalskeptic we have a project that could lead into a military program but requires a full op mock up for testing
3127,other,ericbaetsle your a greaser
3128,offensive language,ericwithahotdad bitch i work 24 hours a day to protect your freedom fuck you alwaysonwatch globalforceforgood
3129,offensive language,ericwithahotdad bitch im done with school
3130,offensive language,ericwithahotdad faggot
3131,offensive language,eric_mariners jc_1221 point that sasquatch bitch out
3132,offensive language,eric_mariners chief_peters lexxx_ruger maniac3x rodriguez5_ this hoe wasnt loyal httptcolg83fwldwp
3133,offensive language,erinsabersix im 99 slay bitch im wearin bandos armor cause im so rich i got my slayer helm and my whip droppies
3134,hate speech,erintaylor14 brios82 you both sure do you want to give a free pass to every border jumper in this country you two are whats wrong here
3135,offensive language,ese_miro bitch please 9995
3136,hate speech,evanbecker513 _triggaplease_ morbidmermaid zooyorkinit _shayisdabomb_ rainbowblake because shes a nigger
3137,offensive language,evanbecker513 _triggaplease_ morbidmermaid zooyorkinit _shayisdabomb_ rainbowblake they can see this dumbass nigger
3138,offensive language,evanbecker513 what are you doing bitch
3139,hate speech,evandmyers nineinchessoft you have a redneck attitude the same people that think benghazzi is real think fox fake nws is real your one
3140,other,evan_p_grant i can only hope charlie strong utcoach
3141,offensive language,evan_white4 jeremy_hemsley really thats why we got side hoes 128526
3142,offensive language,eveldick y am i not surprised ugly mike boogie has to buy pussy
3143,other,everybodyhatesv i read a black man tweet hot sauce is trash amp watermelon is overrated i cant deal
3144,offensive language,everybodyhatesx shut up bitch and focus on that l tomar
3145,other,evettecoleman lol true i just want fried oreos
3146,other,exurbankevin birds of a feather flock together subbeck
3147,other,eyeonpolitics chrisloesch as long as its not one of those special brownies right
3148,offensive language,ezraxdavis you want my pussy so bad
3149,offensive language,faghettios speak english prude ass white bitch
3150,offensive language,faghettios thirsty basic ass bitch
3151,other,fifacom pepe because his defending was outstanding his tackles were accurate nd he did hos job perfectly in both legs
3152,offensive language,follownova yooo i was thinking bout that the other day lol you only really speaking of one person my niggah
3153,offensive language,frankthefob ok u hav gun i love you and you are my superior at fighting games and you probably get more bitches too peace 9996
3154,other,fazedavls soar_wvyy soar_haze fazeoutcst this is gobbledy gook to me because i dont have the game
3155,offensive language,fabianmleal aoas you write back bitch lol
3156,offensive language,fabianmleal bitch lol
3157,offensive language,fabianmleal no bitch lol im not about that life anymore
3158,other,fabulousjonna_ i need some red green amp yellow pants amp helly shis express
3159,offensive language,faisal_nizam khaye i cant see your freakin emojis im a basic bitch today
3160,offensive language,fapplebee dude tell me why thats so true my mom has this friends from texas trying to hype redskin football and shit
3161,hate speech,fardousaa becuz no man should celebrate his bday at a drreams faggot
3162,offensive language,farrahisawhore persianfarrah nice account faggot
3163,offensive language,fatass_mee pussy
3164,other,fattyytooraw well ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so 128514
3165,offensive language,fazeybaby kmichelle souljaboy who can vouch for ya pussy tho k
3166,other,femshaveballz have u spent significant time in any ghetto or witnessed the years of terrorism committed by police in the black community
3167,offensive language,femshaveballz what an unfounate clothing choice hoes with the crooked belly ring completes the dumb trash motif perfectly
3168,offensive language,fenkellpayroll yall niccas bout to blow fool lol cant wait for the world to see this detroit shit nicca
3169,offensive language,fernandezice quit being a pussy
3170,offensive language,feyenody ja zo denkt ieder wel t zijne over zaken he amp je mag mij noemen hoe je wilt ben namelijk erg voor vrijheid van meningsuiting
3171,other,fightnightx nmf4life khan has been facing nothing but trash since his l to garcia
3172,offensive language,fightsonvine bitch dont even think about playin wit me
3173,hate speech,fit4lifemike chanelisabeth hoe dont make me put up screenshots of your texts to me hoe
3174,offensive language,fit4lifemike chanelisabeth shut up fuckin beaner
3175,offensive language,fixitjesusx just be a hoe then
3176,offensive language,fixupmayte therealyoungzel divamonroe2uhoe im destroying this bitch dawg
3177,offensive language,flawless_dv aboutstrafe nexsmitsky i also like how im called the hoe when ive been saying stop
3178,offensive language,flawless_dv tehduckii pussy ass bitch
3179,offensive language,flawless_dv dont be a bitch smh
3180,other,fletchermassie telcoag rcb05 go back to mutt rev i style of course that would necessitate running over a dog and adopting it
3181,offensive language,flightyung thats what i call a crash dummy hoe
3182,offensive language,floralelephants pom poms you make that shit yeahhhh
3183,other,floralelephants the wasp of angry legend beat it into a squishy pulp
3184,hate speech,flow935 jus wanted to let y225ll know hope the hurricane kills your soca sunday trash lordwillin
3185,offensive language,flyguychanze lol you tell that bitch
3186,other,flyers4cup boy i had no idea that was coming its called a smaphone youre horrible at trash talk
3187,offensive language,flyoutchase harold_major lmfaoooo if that bitch didnt change his  so much i could find more
3188,other,francoiskilljoy marshall law whatever you coon
3189,offensive language,francoiskilljoy bitch stop hatin cause they aint make em in toddler size you should be happy they make em in gs now
3190,hate speech,frankiejgrande ew queer white thirsty bitch
3191,hate speech,frankiejgrande fugly queer white trash
3192,hate speech,frankiejgrande omg gtfo white faggot
3193,offensive language,frankiejgrande ugly white bitch
3194,offensive language,frankiee_559 dont be a bitch man up lol 
3195,offensive language,fredbrooklyn doublegunschip that is great dumb crybaby pussy
3196,offensive language,fredrpvasquez damn he was my bitch for eddie johnson teams last year
3197,offensive language,freddiegibbs lol always with the complaining and crying just like when jeezy broke up with you cause your a moaning old bitch
3198,hate speech,freddyamazin ratchet looking nigger
3199,hate speech,freeajay you understand you look like a real life dyke right like you look like a wnba dyke bro a spos bra amp bball shos wearing dyke
3200,offensive language,freeblazegawd lmsoooo dawg i aint got no bitches mane i low key got a chick but i cant say it on twitter you know how these wolves is
3201,offensive language,freegeezy17 nigga look my size plus it get hit in the ass an look like its been fighting all its life ill sneak dat bitch an run
3202,offensive language,freegeezy17 shoot that nigger bitch in the knees
3203,hate speech,fromtheshwa yes now get off twitter you lame negros should have never learned how to use the internet
3204,other,fru_iam i seen sum of it but im tryin see lox n mook
3205,hate speech,fuckboirik hahahaha youza fuck wigger
3206,other,fuckkennyj trash
3207,offensive language,fuckthemallcops theharris338 mrmooncricket bobbybotsods jimtalbot1963 uncleunco aids fuck smdh u punk bitch
3208,offensive language,fucktravonn ahh i see im still a rook about the knowledge of the hoe but im progressing
3209,offensive language,fuckingcashbro you8217re a little bitch x2
3210,hate speech,fugazi3011 leave you beaner retard
3211,offensive language,fukkntyler i aint light skin nigga im even colored lmao
3212,offensive language,fukkntyler nigga i talk shit period this aint nun new white bitch we go threw this every damn day 128514128514
3213,offensive language,fukkntyler u a bitch in niggas clothing shut yo ass up 128514128514128514128514128514
3214,offensive language,fulf_shawnfulf peckerwood
3215,other,funnypicsdepot hes a greaser
3216,other,furrystoat for the record nohomo but dont care who is unless i gotta see it same with every sexuality even birds dogs what not
